date,region_code,contract_code,contract_name,calls_received,calls_answered,calls_answered_60s,calls_abandoned,calls_triaged,week_ending,pct_answered_60s,pct_abandoned,meets_60s_target
2026-03-11,South West,111AL8,Gloucestershire (Trust/IC24),532,503,503,506,468,2026-03-15,100.0,50.1,1
2026-03-12,East of England,111AC5,Cambridgeshire and Peterborough,713,709,694,713,614,2026-03-15,97.9,50.1,1
2026-03-12,East of England,111AC7,Milton Keynes,209,209,209,209,206,2026-03-15,100.0,50.0,1
2026-03-12,East of England,111AG7,Luton and Bedfordshire,593,583,564,593,482,2026-03-15,96.7,50.4,1
2026-03-12,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,807,772,771,775,786,2026-03-15,99.9,50.1,1
2026-03-12,East of England,111AH4,Mid & South Essex,897,845,841,853,812,2026-03-15,99.5,50.2,1
2026-03-12,East of England,111AH7,North East Essex & Suffolk,736,709,666,716,656,2026-03-15,93.9,50.2,0
2026-03-12,East of England,111AM1,West Essex & Hertfordshire,1029,1024,1011,1029,948,2026-03-15,98.7,50.1,1
2026-03-12,London,111AD7,South East London,1365,1316,1228,1334,1232,2026-03-15,93.3,50.3,0
2026-03-12,London,111AH5,North East London,1804,1733,1625,1760,1735,2026-03-15,93.8,50.4,0
2026-03-12,London,111AJ1,North West London,1540,1474,1345,1498,1463,2026-03-15,91.2,50.4,0
2026-03-12,London,111AK9,South West London (PPG),989,968,890,971,988,2026-03-15,91.9,50.1,0
2026-03-12,London,111AL9,North Central London (LAS),1040,988,898,1002,890,2026-03-15,90.9,50.4,0
2026-03-12,Midlands,111AL7,Midlands,8212,8203,8188,8212,7760,2026-03-15,99.8,50.0,1
2026-03-12,North East and Yorkshire,111AA1,North East,2609,2268,2074,2300,2118,2026-03-15,91.4,50.4,0
2026-03-12,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5043,4250,2642,4674,3743,2026-03-15,62.2,52.4,0
2026-03-12,North West,111AJ3,North West including Blackpool (ML CSU),4770,4599,3562,4770,4318,2026-03-15,77.5,50.9,0
2026-03-12,South East,111AA6,Isle of Wight,246,199,112,241,204,2026-03-15,56.3,54.8,0
2026-03-12,South East,111AG9,Thames Valley,1959,1893,1269,1959,1755,2026-03-15,67.0,50.9,0
2026-03-12,South East,111AH9,Hampshire and Surrey Heath,1870,1788,1228,1870,1662,2026-03-15,68.7,51.1,0
2026-03-12,South East,111AI2,Surrey Heartlands,646,613,572,615,530,2026-03-15,93.3,50.1,0
2026-03-12,South East,111AI9,"Kent, Medway & Sussex",2854,2409,1534,2631,2409,2026-03-15,63.7,52.2,0
2026-03-12,South West,111AI4,Dorset (DHC),792,688,590,692,681,2026-03-15,85.8,50.1,0
2026-03-12,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",811,771,615,780,728,2026-03-15,79.8,50.3,0
2026-03-12,South West,111AL2,Devon (PPG),1027,967,888,975,871,2026-03-15,91.8,50.2,0
2026-03-12,South West,111AL3,Cornwall (HUC),410,406,401,410,377,2026-03-15,98.8,50.2,1
2026-03-12,South West,111AL5,Somerset (HUC),477,472,455,477,391,2026-03-15,96.4,50.3,1
2026-03-12,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",835,798,732,816,713,2026-03-15,91.7,50.6,0
2026-03-12,South West,111AL8,Gloucestershire (Trust/IC24),446,428,426,430,411,2026-03-15,99.5,50.1,1
2026-03-13,East of England,111AC5,Cambridgeshire and Peterborough,826,811,742,826,696,2026-03-15,91.5,50.5,0
2026-03-13,East of England,111AC7,Milton Keynes,223,223,219,223,206,2026-03-15,98.2,50.0,1
2026-03-13,East of England,111AG7,Luton and Bedfordshire,635,629,578,635,547,2026-03-15,91.9,50.2,0
2026-03-13,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,834,801,798,806,809,2026-03-15,99.6,50.2,1
2026-03-13,East of England,111AH4,Mid & South Essex,924,893,889,896,806,2026-03-15,99.6,50.1,1
2026-03-13,East of England,111AH7,North East Essex & Suffolk,850,809,683,815,737,2026-03-15,84.4,50.2,0
2026-03-13,East of England,111AM1,West Essex & Hertfordshire,1107,1088,979,1107,995,2026-03-15,90.0,50.4,0
2026-03-13,London,111AD7,South East London,1375,1331,1247,1344,1196,2026-03-15,93.7,50.2,0
2026-03-13,London,111AH5,North East London,1778,1729,1614,1746,1817,2026-03-15,93.3,50.2,0
2026-03-13,London,111AJ1,North West London,1555,1487,1347,1516,1438,2026-03-15,90.6,50.5,0
2026-03-13,London,111AK9,South West London (PPG),1065,1032,897,1048,1078,2026-03-15,86.9,50.4,0
2026-03-13,London,111AL9,North Central London (LAS),1018,969,880,987,940,2026-03-15,90.8,50.5,0
2026-03-13,Midlands,111AL7,Midlands,8638,8615,8513,8638,8226,2026-03-15,98.8,50.1,1
2026-03-13,North East and Yorkshire,111AA1,North East,2920,2500,2171,2591,2269,2026-03-15,86.8,50.9,0
2026-03-13,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),4952,4346,3469,4631,3786,2026-03-15,79.8,51.6,0
2026-03-13,North West,111AJ3,North West including Blackpool (ML CSU),4795,4690,3992,4795,4382,2026-03-15,85.1,50.6,0
2026-03-13,South East,111AA6,Isle of Wight,256,220,153,245,218,2026-03-15,69.5,52.7,0
2026-03-13,South East,111AG9,Thames Valley,2131,2025,1443,2131,1856,2026-03-15,71.3,51.3,0
2026-03-13,South East,111AH9,Hampshire and Surrey Heath,1857,1742,1285,1857,1659,2026-03-15,73.8,51.6,0
2026-03-13,South East,111AI2,Surrey Heartlands,715,684,575,696,609,2026-03-15,84.1,50.4,0
2026-03-13,South East,111AI9,"Kent, Medway & Sussex",2936,2460,1698,2681,2460,2026-03-15,69.0,52.1,0
2026-03-13,South West,111AI4,Dorset (DHC),847,730,557,744,739,2026-03-15,76.3,50.5,0
2026-03-13,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",991,950,709,959,862,2026-03-15,74.6,50.2,0
2026-03-13,South West,111AL2,Devon (PPG),1092,1008,867,1024,868,2026-03-15,86.0,50.4,0
2026-03-13,South West,111AL3,Cornwall (HUC),396,391,360,396,373,2026-03-15,92.1,50.3,0
2026-03-13,South West,111AL5,Somerset (HUC),448,441,391,448,372,2026-03-15,88.7,50.4,0
2026-03-13,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",866,818,694,837,756,2026-03-15,84.8,50.6,0
2026-03-13,South West,111AL8,Gloucestershire (Trust/IC24),555,532,528,535,509,2026-03-15,99.2,50.1,1
2026-03-14,East of England,111AC5,Cambridgeshire and Peterborough,1272,1261,1209,1272,1056,2026-03-15,95.9,50.2,1
2026-03-14,East of England,111AC7,Milton Keynes,292,289,265,292,276,2026-03-15,91.7,50.3,0
2026-03-14,East of England,111AG7,Luton and Bedfordshire,882,875,839,882,786,2026-03-15,95.9,50.2,1
2026-03-14,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,1270,1227,1110,1240,1257,2026-03-15,90.5,50.3,0
2026-03-14,East of England,111AH4,Mid & South Essex,1592,1521,1389,1539,1425,2026-03-15,91.3,50.3,0
2026-03-14,East of England,111AH7,North East Essex & Suffolk,1521,1465,1095,1483,1338,2026-03-15,74.7,50.3,0
2026-03-14,East of England,111AM1,West Essex & Hertfordshire,1735,1719,1642,1735,1652,2026-03-15,95.5,50.2,1
2026-03-14,London,111AD7,South East London,1787,1725,1598,1747,1600,2026-03-15,92.6,50.3,0
2026-03-14,London,111AH5,North East London,2003,1937,1804,1971,2068,2026-03-15,93.1,50.4,0
2026-03-14,London,111AJ1,North West London,2040,1946,1641,1988,1878,2026-03-15,84.3,50.5,0
2026-03-14,London,111AK9,South West London (PPG),1597,1553,1199,1569,1542,2026-03-15,77.2,50.3,0
2026-03-14,London,111AL9,North Central London (LAS),1284,1230,1159,1251,1200,2026-03-15,94.2,50.4,0
2026-03-14,Midlands,111AL7,Midlands,12002,11936,11203,12002,11512,2026-03-15,93.9,50.1,0
2026-03-14,North East and Yorkshire,111AA1,North East,3872,3421,2881,3507,3067,2026-03-15,84.2,50.6,0
2026-03-14,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),7559,7003,6121,7222,6228,2026-03-15,87.4,50.8,0
2026-03-14,North West,111AJ3,North West including Blackpool (ML CSU),7353,7042,5205,7353,6830,2026-03-15,73.9,51.1,0
2026-03-14,South East,111AA6,Isle of Wight,331,281,166,323,280,2026-03-15,59.1,53.5,0
2026-03-14,South East,111AG9,Thames Valley,3056,2867,1753,3056,2664,2026-03-15,61.1,51.6,0
2026-03-14,South East,111AH9,Hampshire and Surrey Heath,2696,2521,1575,2696,2373,2026-03-15,62.5,51.7,0
2026-03-14,South East,111AI2,Surrey Heartlands,1182,1138,855,1166,1002,2026-03-15,75.1,50.6,0
2026-03-14,South East,111AI9,"Kent, Medway & Sussex",4059,3361,1704,3768,3361,2026-03-15,50.7,52.9,0
2026-03-14,South West,111AI4,Dorset (DHC),1215,1037,687,1088,1040,2026-03-15,66.2,51.2,0
2026-03-14,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1298,1236,757,1252,1139,2026-03-15,61.2,50.3,0
2026-03-14,South West,111AL2,Devon (PPG),1794,1698,1291,1726,1529,2026-03-15,76.0,50.4,0
2026-03-14,South West,111AL3,Cornwall (HUC),734,732,688,734,680,2026-03-15,94.0,50.1,0
2026-03-14,South West,111AL5,Somerset (HUC),766,761,731,766,640,2026-03-15,96.1,50.2,1
2026-03-14,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1301,1230,909,1266,1171,2026-03-15,73.9,50.7,0
2026-03-14,South West,111AL8,Gloucestershire (Trust/IC24),950,905,833,919,950,2026-03-15,92.0,50.4,0
2026-03-15,East of England,111AC5,Cambridgeshire and Peterborough,1015,1009,987,1015,852,2026-03-15,97.8,50.1,1
2026-03-15,East of England,111AC7,Milton Keynes,228,228,224,228,217,2026-03-15,98.2,50.0,1
2026-03-15,East of England,111AG7,Luton and Bedfordshire,720,720,706,720,659,2026-03-15,98.1,50.0,1
2026-03-15,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,1078,1036,1014,1042,1033,2026-03-15,97.9,50.1,1
2026-03-15,East of England,111AH4,Mid & South Essex,1405,1359,1338,1366,1252,2026-03-15,98.5,50.1,1
2026-03-15,East of England,111AH7,North East Essex & Suffolk,1172,1145,1014,1151,1022,2026-03-15,88.6,50.1,0
2026-03-15,East of England,111AM1,West Essex & Hertfordshire,1368,1360,1334,1368,1317,2026-03-15,98.1,50.1,1
2026-03-15,London,111AD7,South East London,1468,1410,1300,1429,1300,2026-03-15,92.2,50.3,0
2026-03-15,London,111AH5,North East London,1724,1673,1598,1696,1818,2026-03-15,95.5,50.3,1
2026-03-15,London,111AJ1,North West London,1695,1629,1503,1656,1540,2026-03-15,92.3,50.4,0
2026-03-15,London,111AK9,South West London (PPG),1258,1232,1091,1243,1285,2026-03-15,88.6,50.2,0
2026-03-15,London,111AL9,North Central London (LAS),1082,1039,945,1057,1033,2026-03-15,91.0,50.4,0
2026-03-15,Midlands,111AL7,Midlands,10063,10046,9887,10063,9573,2026-03-15,98.4,50.0,1
2026-03-15,North East and Yorkshire,111AA1,North East,3136,2872,2816,2881,2637,2026-03-15,98.1,50.1,1
2026-03-15,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),6186,5783,5283,5870,4869,2026-03-15,91.4,50.4,0
2026-03-15,North West,111AJ3,North West including Blackpool (ML CSU),5922,5852,4935,5922,5626,2026-03-15,84.3,50.3,0
2026-03-15,South East,111AA6,Isle of Wight,215,208,194,211,200,2026-03-15,93.3,50.4,0
2026-03-15,South East,111AG9,Thames Valley,2433,2368,1988,2433,2255,2026-03-15,84.0,50.7,0
2026-03-15,South East,111AH9,Hampshire and Surrey Heath,2270,2199,1805,2270,2044,2026-03-15,82.1,50.8,0
2026-03-15,South East,111AI2,Surrey Heartlands,879,856,763,864,749,2026-03-15,89.1,50.2,0
2026-03-15,South East,111AI9,"Kent, Medway & Sussex",3447,2941,2132,3203,2941,2026-03-15,72.5,52.1,0
2026-03-15,South West,111AI4,Dorset (DHC),1127,968,765,996,935,2026-03-15,79.0,50.7,0
2026-03-15,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1102,1065,844,1067,986,2026-03-15,79.2,50.0,0
2026-03-15,South West,111AL2,Devon (PPG),1477,1431,1269,1436,1288,2026-03-15,88.7,50.1,0
2026-03-15,South West,111AL3,Cornwall (HUC),722,719,702,722,669,2026-03-15,97.6,50.1,1
2026-03-15,South West,111AL5,Somerset (HUC),600,595,578,600,505,2026-03-15,97.1,50.2,1
2026-03-15,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1141,1089,967,1114,998,2026-03-15,88.8,50.6,0
2026-03-15,South West,111AL8,Gloucestershire (Trust/IC24),767,729,707,736,765,2026-03-15,97.0,50.2,1
2026-03-16,East of England,111AC5,Cambridgeshire and Peterborough,983,974,908,983,838,2026-03-22,93.2,50.2,0
2026-03-16,East of England,111AC7,Milton Keynes,279,279,277,279,252,2026-03-22,99.3,50.0,1
2026-03-16,East of England,111AG7,Luton and Bedfordshire,833,821,775,833,700,2026-03-22,94.4,50.4,0
2026-03-16,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,960,886,664,924,900,2026-03-22,74.9,51.0,0
2026-03-16,East of England,111AH4,Mid & South Essex,1229,1152,861,1192,1092,2026-03-22,74.7,50.9,0
2026-03-16,East of England,111AH7,North East Essex & Suffolk,1029,938,469,989,843,2026-03-22,50.0,51.3,0
2026-03-16,East of England,111AM1,West Essex & Hertfordshire,1315,1303,1211,1315,1178,2026-03-22,92.9,50.2,0
2026-03-16,London,111AD7,South East London,1702,1579,1136,1663,1515,2026-03-22,71.9,51.3,0
2026-03-16,London,111AH5,North East London,2076,1928,1382,2019,2012,2026-03-22,71.7,51.2,0
2026-03-16,London,111AJ1,North West London,1841,1670,929,1773,1627,2026-03-22,55.6,51.5,0
2026-03-16,London,111AK9,South West London (PPG),1396,1286,722,1368,1321,2026-03-22,56.1,51.5,0
2026-03-16,London,111AL9,North Central London (LAS),1257,1178,919,1219,1076,2026-03-22,78.0,50.9,0
2026-03-16,Midlands,111AL7,Midlands,10307,10278,10071,10307,9713,2026-03-22,98.0,50.1,1
2026-03-16,North East and Yorkshire,111AA1,North East,3469,3015,2499,3132,2731,2026-03-22,82.9,51.0,0
2026-03-16,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5953,4834,2600,5483,4226,2026-03-22,53.8,53.1,0
2026-03-16,North West,111AJ3,North West including Blackpool (ML CSU),5666,5351,3518,5666,5062,2026-03-22,65.7,51.4,0
2026-03-16,South East,111AA6,Isle of Wight,265,249,220,256,239,2026-03-22,88.4,50.7,0
2026-03-16,South East,111AG9,Thames Valley,2662,2263,471,2662,2100,2026-03-22,20.8,54.1,0
2026-03-16,South East,111AH9,Hampshire and Surrey Heath,2393,2022,463,2393,1890,2026-03-22,22.9,54.2,0
2026-03-16,South East,111AI2,Surrey Heartlands,848,760,355,807,665,2026-03-22,46.7,51.5,0
2026-03-16,South East,111AI9,"Kent, Medway & Sussex",5568,3889,1308,5088,3889,2026-03-22,33.6,56.7,0
2026-03-16,South West,111AI4,Dorset (DHC),1084,944,758,963,926,2026-03-22,80.3,50.5,0
2026-03-16,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",1098,978,445,1036,919,2026-03-22,45.5,51.4,0
2026-03-16,South West,111AL2,Devon (PPG),1225,1110,627,1169,978,2026-03-22,56.5,51.3,0
2026-03-16,South West,111AL3,Cornwall (HUC),468,463,428,468,445,2026-03-22,92.4,50.3,0
2026-03-16,South West,111AL5,Somerset (HUC),557,548,510,557,456,2026-03-22,93.1,50.4,0
2026-03-16,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1189,1075,568,1140,966,2026-03-22,52.8,51.5,0
2026-03-16,South West,111AL8,Gloucestershire (Trust/IC24),635,590,437,611,568,2026-03-22,74.1,50.9,0
2026-03-17,East of England,111AC5,Cambridgeshire and Peterborough,929,917,840,929,833,2026-03-22,91.6,50.3,0
2026-03-17,East of England,111AC7,Milton Keynes,240,240,222,240,233,2026-03-22,92.5,50.0,0
2026-03-17,East of England,111AG7,Luton and Bedfordshire,719,704,651,719,621,2026-03-22,92.5,50.5,0
2026-03-17,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,917,852,692,886,874,2026-03-22,81.2,51.0,0
2026-03-17,East of England,111AH4,Mid & South Essex,1087,1031,833,1064,981,2026-03-22,80.8,50.8,0
2026-03-17,East of England,111AH7,North East Essex & Suffolk,989,865,358,947,807,2026-03-22,41.4,52.3,0
2026-03-17,East of England,111AM1,West Essex & Hertfordshire,1260,1247,1149,1260,1081,2026-03-22,92.1,50.3,0
2026-03-17,London,111AD7,South East London,1674,1509,1048,1636,1394,2026-03-22,69.4,52.0,0
2026-03-17,London,111AH5,North East London,2147,1927,1263,2095,1958,2026-03-22,65.5,52.1,0
2026-03-17,London,111AJ1,North West London,1876,1646,777,1804,1639,2026-03-22,47.2,52.3,0
2026-03-17,London,111AK9,South West London (PPG),1273,1120,532,1226,1190,2026-03-22,47.5,52.3,0
2026-03-17,London,111AL9,North Central London (LAS),1215,1040,468,1179,992,2026-03-22,45.0,53.1,0
2026-03-17,Midlands,111AL7,Midlands,9551,9497,9099,9551,8912,2026-03-22,95.8,50.1,1
2026-03-17,North East and Yorkshire,111AA1,North East,2968,2554,2178,2614,2320,2026-03-22,85.3,50.6,0
2026-03-17,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5923,4523,2180,5213,4174,2026-03-22,48.2,53.5,0
2026-03-17,North West,111AJ3,North West including Blackpool (ML CSU),5104,4379,1757,5104,4236,2026-03-22,40.1,53.8,0
2026-03-17,South East,111AA6,Isle of Wight,211,197,181,203,203,2026-03-22,91.9,50.7,0
2026-03-17,South East,111AG9,Thames Valley,2581,2141,601,2581,1973,2026-03-22,28.1,54.7,0
2026-03-17,South East,111AH9,Hampshire and Surrey Heath,2228,1851,565,2228,1741,2026-03-22,30.5,54.6,0
2026-03-17,South East,111AI2,Surrey Heartlands,808,686,282,763,623,2026-03-22,41.1,52.7,0
2026-03-17,South East,111AI9,"Kent, Medway & Sussex",5159,3698,1266,4727,3698,2026-03-22,34.2,56.1,0
2026-03-17,South West,111AI4,Dorset (DHC),1004,860,715,873,851,2026-03-22,83.1,50.4,0
2026-03-17,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",952,845,321,908,799,2026-03-22,38.0,51.8,0
2026-03-17,South West,111AL2,Devon (PPG),1187,998,476,1101,888,2026-03-22,47.7,52.5,0
2026-03-17,South West,111AL3,Cornwall (HUC),401,394,358,401,392,2026-03-22,90.9,50.4,0
2026-03-17,South West,111AL5,Somerset (HUC),503,498,442,503,422,2026-03-22,88.8,50.2,0
2026-03-17,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",1022,885,380,977,805,2026-03-22,42.9,52.5,0
2026-03-17,South West,111AL8,Gloucestershire (Trust/IC24),549,502,396,517,483,2026-03-22,78.9,50.7,0
2026-03-18,East of England,111AC5,Cambridgeshire and Peterborough,1071,1047,897,1071,914,2026-03-22,85.7,50.6,0
2026-03-18,East of England,111AC7,Milton Keynes,258,256,245,258,248,2026-03-22,95.7,50.2,1
2026-03-18,East of England,111AG7,Luton and Bedfordshire,692,678,581,692,592,2026-03-22,85.7,50.5,0
2026-03-18,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,948,886,803,910,897,2026-03-22,90.6,50.7,0
2026-03-18,East of England,111AH4,Mid & South Essex,1174,1113,1014,1125,1037,2026-03-22,91.1,50.3,0
2026-03-18,East of England,111AH7,North East Essex & Suffolk,814,728,274,774,701,2026-03-22,37.6,51.5,0
2026-03-18,East of England,111AM1,West Essex & Hertfordshire,1237,1208,1032,1237,1087,2026-03-22,85.4,50.6,0
2026-03-18,London,111AD7,South East London,1659,1558,1266,1621,1454,2026-03-22,81.3,51.0,0
2026-03-18,London,111AH5,North East London,2123,1996,1640,2083,1991,2026-03-22,82.2,51.1,0
2026-03-18,London,111AJ1,North West London,1852,1665,1034,1779,1608,2026-03-22,62.1,51.7,0
2026-03-18,London,111AK9,South West London (PPG),1204,1080,456,1165,1090,2026-03-22,42.2,51.9,0
2026-03-18,London,111AL9,North Central London (LAS),1216,1099,831,1171,1023,2026-03-22,75.6,51.6,0
2026-03-18,Midlands,111AL7,Midlands,9584,9548,9105,9584,9029,2026-03-22,95.4,50.1,1
2026-03-18,North East and Yorkshire,111AA1,North East,3385,2817,2312,2989,2537,2026-03-22,82.1,51.5,0
2026-03-18,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5676,4686,3178,5133,4269,2026-03-22,67.8,52.3,0
2026-03-18,North West,111AJ3,North West including Blackpool (ML CSU),5205,4744,2779,5205,4478,2026-03-22,58.6,52.3,0
2026-03-18,South East,111AA6,Isle of Wight,236,215,169,228,211,2026-03-22,78.6,51.5,0
2026-03-18,South East,111AG9,Thames Valley,2367,1976,490,2367,1811,2026-03-22,24.8,54.5,0
2026-03-18,South East,111AH9,Hampshire and Surrey Heath,2206,1818,458,2206,1686,2026-03-22,25.2,54.8,0
2026-03-18,South East,111AI2,Surrey Heartlands,739,640,246,703,571,2026-03-22,38.4,52.3,0
2026-03-18,South East,111AI9,"Kent, Medway & Sussex",4470,3214,1433,4066,3214,2026-03-22,44.6,55.9,0
2026-03-18,South West,111AI4,Dorset (DHC),963,815,627,835,793,2026-03-22,76.9,50.6,0
2026-03-18,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",923,804,288,881,797,2026-03-22,35.8,52.3,0
2026-03-18,South West,111AL2,Devon (PPG),1084,914,424,1010,830,2026-03-22,46.4,52.5,0
2026-03-18,South West,111AL3,Cornwall (HUC),462,458,387,462,423,2026-03-22,84.5,50.2,0
2026-03-18,South West,111AL5,Somerset (HUC),554,539,464,554,456,2026-03-22,86.1,50.7,0
2026-03-18,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",909,789,321,867,740,2026-03-22,40.7,52.4,0
2026-03-18,South West,111AL8,Gloucestershire (Trust/IC24),594,556,501,566,535,2026-03-22,90.1,50.4,0
2026-03-19,East of England,111AC5,Cambridgeshire and Peterborough,821,798,643,821,689,2026-03-22,80.6,50.7,0
2026-03-19,East of England,111AC7,Milton Keynes,190,188,180,190,175,2026-03-22,95.7,50.3,1
2026-03-19,East of England,111AG7,Luton and Bedfordshire,737,718,596,737,631,2026-03-22,83.0,50.7,0
2026-03-19,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,854,810,780,824,811,2026-03-22,96.3,50.4,1
2026-03-19,East of England,111AH4,Mid & South Essex,1038,993,953,1002,943,2026-03-22,96.0,50.2,1
2026-03-19,East of England,111AH7,North East Essex & Suffolk,900,828,406,867,773,2026-03-22,49.0,51.2,0
2026-03-19,East of England,111AM1,West Essex & Hertfordshire,1459,1421,1167,1459,1297,2026-03-22,82.1,50.7,0
2026-03-19,London,111AD7,South East London,1555,1395,885,1516,1341,2026-03-22,63.4,52.1,0
2026-03-19,London,111AH5,North East London,1888,1709,1085,1847,1773,2026-03-22,63.5,51.9,0
2026-03-19,London,111AJ1,North West London,1738,1542,840,1688,1479,2026-03-22,54.5,52.3,0
2026-03-19,London,111AK9,South West London (PPG),1165,1071,599,1135,1068,2026-03-22,55.9,51.5,0
2026-03-19,London,111AL9,North Central London (LAS),1170,997,511,1133,1029,2026-03-22,51.3,53.2,0
2026-03-19,Midlands,111AL7,Midlands,9242,9188,8686,9242,8733,2026-03-22,94.5,50.1,0
2026-03-19,North East and Yorkshire,111AA1,North East,3104,2655,2418,2719,2501,2026-03-22,91.1,50.6,0
2026-03-19,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5252,4632,2994,4907,4184,2026-03-22,64.6,51.4,0
2026-03-19,North West,111AJ3,North West including Blackpool (ML CSU),5350,4793,2420,5350,4564,2026-03-22,50.5,52.7,0
2026-03-19,South East,111AA6,Isle of Wight,218,189,121,205,193,2026-03-22,64.0,52.0,0
2026-03-19,South East,111AG9,Thames Valley,2258,1848,591,2258,1713,2026-03-22,32.0,55.0,0
2026-03-19,South East,111AH9,Hampshire and Surrey Heath,1990,1628,591,1990,1524,2026-03-22,36.3,55.0,0
2026-03-19,South East,111AI2,Surrey Heartlands,768,693,368,742,606,2026-03-22,53.1,51.7,0
2026-03-19,South East,111AI9,"Kent, Medway & Sussex",3900,2987,1413,3632,2987,2026-03-22,47.3,54.9,0
2026-03-19,South West,111AI4,Dorset (DHC),936,772,415,826,765,2026-03-22,53.8,51.7,0
2026-03-19,South West,111AI5,"Bristol, North Somerset & South Gloucestershire (BRISDOC)",961,881,397,928,827,2026-03-22,45.1,51.3,0
2026-03-19,South West,111AL2,Devon (PPG),1116,1019,573,1070,899,2026-03-22,56.2,51.2,0
2026-03-19,South West,111AL3,Cornwall (HUC),421,408,346,421,396,2026-03-22,84.8,50.8,0
2026-03-19,South West,111AL5,Somerset (HUC),505,493,405,505,420,2026-03-22,82.2,50.6,0
2026-03-19,South West,111AL6,"BaNES, Swindon & Wiltshire (Medvivo-PPG)",860,766,405,828,726,2026-03-22,52.9,51.9,0
2026-03-19,South West,111AL8,Gloucestershire (Trust/IC24),504,481,459,489,454,2026-03-22,95.4,50.4,1
2026-03-20,East of England,111AC5,Cambridgeshire and Peterborough,972,956,794,972,802,2026-03-22,83.1,50.4,0
2026-03-20,East of England,111AC7,Milton Keynes,231,227,192,231,218,2026-03-22,84.6,50.4,0
2026-03-20,East of England,111AG7,Luton and Bedfordshire,686,668,545,686,594,2026-03-22,81.6,50.7,0
2026-03-20,East of England,111AG8,Norfolk including Great Yarmouth and Waveney,888,852,769,863,859,2026-03-22,90.3,50.3,0
2026-03-20,East of England,111AH4,Mid & South Essex,1124,1074,970,1088,1018,2026-03-22,90.3,50.3,0
2026-03-20,East of England,111AH7,North East Essex & Suffolk,874,821,460,849,788,2026-03-22,56.0,50.8,0
2026-03-20,East of England,111AM1,West Essex & Hertfordshire,1303,1277,1083,1303,1171,2026-03-22,84.8,50.5,0
2026-03-20,London,111AD7,South East London,1652,1468,927,1619,1378,2026-03-22,63.1,52.4,0
2026-03-20,London,111AH5,North East London,1822,1607,932,1787,1748,2026-03-22,58.0,52.7,0
2026-03-20,London,111AJ1,North West London,1846,1635,773,1794,1583,2026-03-22,47.3,52.3,0
2026-03-20,London,111AK9,South West London (PPG),1281,1212,693,1255,1201,2026-03-22,57.2,50.9,0
2026-03-20,London,111AL9,North Central London (LAS),1191,993,431,1155,952,2026-03-22,43.4,53.8,0
2026-03-20,Midlands,111AL7,Midlands,9573,9458,8051,9573,9038,2026-03-22,85.1,50.3,0
2026-03-20,North East and Yorkshire,111AA1,North East,3109,2573,2023,2779,2371,2026-03-22,78.6,51.9,0
2026-03-20,North East and Yorkshire,111AI7,Yorkshire and Humber (NECS),5487,4719,2824,5160,4296,2026-03-22,59.8,52.2,0
2026-03-20,North West,111AJ3,North West including Blackpool (ML CSU),5486,4907,2968,5486,4555,2026-03-22,60.5,52.8,0
2026-03-20,South East,111AA6,Isle of Wight,274,245,197,266,244,2026-03-22,80.4,52.1,0
2026-03-20,South East,111AG9,Thames Valley,2337,1885,1026,2337,1740,2026-03-22,54.4,55.4,0
2026-03-20,South East,111AH9,Hampshire and Surrey Heath,2153,1741,936,2153,1623,2026-03-22,53.8,55.3,0
2026-03-20,South East,111AI2,Surrey Heartlands,843,792,451,817,704,2026-03-22,56.9,50.8,0
